,RF s/ consistencia,RF s/ consistencia,RF s/ consistencia,RF s/ consistencia,RF s/ consistencia,RF s/ consistencia,RF s/ consistencia,RF s/ consistencia,RF s/ consistencia,RF s/ consistencia,RF c/ consistencia,RF c/ consistencia,RF c/ consistencia,RF c/ consistencia,RF c/ consistencia,RF c/ consistencia,RF c/ consistencia,RF c/ consistencia,RF c/ consistencia,RF c/ consistencia,MLP s/ consistencia,MLP s/ consistencia,MLP s/ consistencia,MLP s/ consistencia,MLP s/ consistencia,MLP s/ consistencia,MLP c/ consistencia,MLP c/ consistencia,MLP c/ consistencia,MLP c/ consistencia,MLP c/ consistencia,MLP c/ consistencia
,fnr,fnr,fpr,fpr,tnr,tnr,tpr,tpr,dis,dis,fnr,fnr,fpr,fpr,tnr,tnr,tpr,tpr,dis,dis,fnr,fnr,fpr,fpr,dis,dis,fnr,fnr,fpr,fpr,dis,dis
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
res2a_branch2a,0.3204853487866605,0.34217541910538907,0.3250147676128733,0.37838696238029584,0.6749852323871267,0.3783869623802958,0.6795146512133395,0.34217541910538907,0.5734708750380544,0.371024709085894,0.32104574840890765,0.3545045107615684,0.3188966430138912,0.39620596322596313,0.6811033569861087,0.39620596322596313,0.6789542515910925,0.3545045107615684,0.5778461166213822,0.3889541833896316,0.2975738222013413,0.32140392011280056,0.38983033916665827,0.4201287584986476,0.6072000468889356,0.3865549542681586,0.2967258892191076,0.32558371765226857,0.3919627270188157,0.4343576002963739,0.6131294387202673,0.3976304922340146
res2b_branch2a,0.26913939846489426,0.31630251386272396,0.31132824782748525,0.38802503566151875,0.6886717521725146,0.38802503566151886,0.7308606015351059,0.31630251386272396,0.5210360101743627,0.3830572235045453,0.2679040972894136,0.3256424896051677,0.3006232431914861,0.4004756813544143,0.6993767568085142,0.4004756813544144,0.7320959027105863,0.3256424896051677,0.522108603379358,0.39251628015696277,0.2987499799743518,0.3406615591106953,0.3666144360889293,0.40575856236963137,0.5984116171515367,0.3793858599579094,0.30111454121684417,0.34776114253066015,0.36248195338956957,0.41798903340080773,0.6049250979209011,0.38639470109820245
res2c_branch2a,0.30750203630324013,0.3302412077905394,0.26278133868179554,0.3561334696769243,0.7372186613182046,0.3561334696769243,0.6924979636967601,0.3302412077905393,0.504681151273576,0.3784550564635527,0.3066120677665623,0.3453380796239386,0.24492258633989414,0.36874892559201256,0.755077413660106,0.36874892559201256,0.6933879322334378,0.34533807962393853,0.5031788992248741,0.3928523882820418,0.2954420101723526,0.32411820235414707,0.3469229158052142,0.38430567996068177,0.5757316138377092,0.35606620699811803,0.28950320882725017,0.3294833895839627,0.340362440815129,0.39436833156664847,0.5729462996048671,0.36504729733771224
res3a_branch2a,0.2671582522418179,0.3273087390082923,0.2628442522061727,0.36968104276934954,0.7371557477938274,0.36968104276934965,0.7328417477581819,0.32730873900829244,0.4861209397368989,0.38247811938092424,0.26102405469482454,0.3386552453014971,0.24555301171534138,0.38377894792201683,0.7544469882846587,0.3837789479220169,0.7389759453051753,0.3386552453014971,0.477354646012043,0.4010256786634253,0.34227446346285584,0.33209678259912334,0.29717286439342044,0.34269409488169694,0.5536924404607948,0.3533729048018856,0.3433521566566431,0.34416254098731863,0.2812910796569521,0.3557026534323357,0.5518775117245814,0.3681907795104412
res3b_branch2a,0.3200552931588707,0.3463416416781292,0.28929564399764923,0.38158662504656443,0.7107043560023505,0.3815866250465645,0.6799447068411288,0.3463416416781292,0.5549444540537178,0.37633001201501903,0.3224004178853139,0.3630044798719422,0.2728557887104708,0.3897414037346272,0.7271442112895294,0.3897414037346272,0.677599582114686,0.36300447987194223,0.5544568661631649,0.390404728006533,0.24408794953785048,0.3165172156162754,0.4116630825898461,0.4154565976459175,0.6016972445856225,0.3708101619401635,0.24338954067435792,0.3285601449631766,0.40458879612851234,0.43337431463887754,0.6056005287695154,0.3866056744257442
res3c_branch2a,0.3201659515456892,0.34352362703327677,0.2882658854600252,0.37856272549338443,0.7117341145399747,0.3785627254933845,0.6798340484543106,0.3435236270332768,0.5489562046281663,0.3789103875765058,0.32411286507006026,0.3599481131680072,0.27176153557544336,0.38601545773499946,0.7282384644245568,0.3860154577349995,0.6758871349299396,0.35994811316800723,0.5482382844139229,0.39346057831558917,0.27042297124910003,0.3136928031031244,0.3984673079624515,0.4028544896701089,0.6027860365457589,0.3563458619762676,0.2687012650496149,0.328868255963544,0.38711585359864026,0.41755753631872694,0.6022768837560982,0.3733694492870451
res3d_branch2a,0.3504363747606372,0.35651081845601,0.25561592261095556,0.3596981679228985,0.7443840773890443,0.3596981679228985,0.6495636252393627,0.35651081845601,0.5499441278803778,0.37445796670845305,0.3517435039138353,0.37513036154161594,0.25042401533560804,0.38123344833523287,0.749575984664392,0.38123344833523287,0.6482564960861649,0.37513036154161594,0.559518921361814,0.39655111202555443,0.34260409324058755,0.3754670263157017,0.35484747514290615,0.3845002368204414,0.6394727832974593,0.3468848012044314,0.34620201439697434,0.3873958873242742,0.3485680034039439,0.40861528325725155,0.6500630957661145,0.36426760354200616
res4a_branch2a,0.3299285577269546,0.33312395730138444,0.25850518015529517,0.34773838826331344,0.7414948198447048,0.3477383882633135,0.6700714422730456,0.33312395730138444,0.5222937805258476,0.36483720139608583,0.32928699440801124,0.3504028981894792,0.25074880573777614,0.36768120061749265,0.7492511942622241,0.36768120061749265,0.670713005591989,0.3504028981894792,0.5295984353732504,0.3833011963586879,0.29868935121896406,0.3328742253375914,0.3687468321381415,0.3686098108275417,0.5885092170227538,0.35133466175734507,0.29713806894216366,0.35022210106220575,0.35737926757092436,0.3859195260757293,0.5907606286124788,0.3692009905357323
